"PRODUCT_ID","STORE_ID","TRANSACTION_DATE","ITEM_QUANTITY"
"REGULAR","2741424",2018-06-08,1751.428
"REGULAR","2741424",2018-06-09,1771.129
"REGULAR","2741424",2018-06-10,1147.032
"REGULAR","2741424",2018-06-11,1765.272
"REGULAR","2741424",2018-06-12,1600.7
"REGULAR","2741424",2018-06-13,2239.177
"REGULAR","2741424",2018-06-14,1808.766
"REGULAR","2741424",2018-06-15,1899.208
"REGULAR","2741424",2018-06-16,1610.07
"REGULAR","2741424",2018-06-17,993.42
"REGULAR","2741424",2018-06-18,2027.422
"REGULAR","2741424",2018-06-19,1637.373
"REGULAR","2741424",2018-06-20,1194.552
"REGULAR","2741424",2018-06-21,1751.088
"REGULAR","2741424",2018-06-22,2071.65
"REGULAR","2741424",2018-06-23,1556.363
"REGULAR","2741424",2018-06-24,1470.072
"REGULAR","2741424",2018-06-25,1680.633
"REGULAR","2741424",2018-06-26,1975.597
"REGULAR","2741424",2018-06-27,1817.005
"REGULAR","2741424",2018-06-28,1672.988
"REGULAR","2741424",2018-06-29,1847.666
"REGULAR","2741424",2018-06-30,1595.113
"REGULAR","2741424",2018-07-01,1433.481
"REGULAR","2741424",2018-07-02,1863.045
"REGULAR","2741424",2018-07-03,2222.377
"REGULAR","2741424",2018-07-04,1139.333
"REGULAR","2741424",2018-07-05,2174.88
"REGULAR","2741424",2018-07-06,2533.642
"REGULAR","2741424",2018-07-07,2030.327
"REGULAR","2741424",2018-07-08,1377.875
"REGULAR","2741424",2018-07-09,1809.868
"REGULAR","2741424",2018-07-10,1839.604
"REGULAR","2741424",2018-07-11,1986.303
"REGULAR","2741424",2018-07-12,1883.983
"REGULAR","2741424",2018-07-13,2368.372
"REGULAR","2741424",2018-07-14,1961.9
"REGULAR","2741424",2018-07-15,1277.113
"REGULAR","2741424",2018-07-16,2405.889
"REGULAR","2741424",2018-07-17,1852.624
"REGULAR","2741424",2018-07-18,1860.697
"REGULAR","2741424",2018-07-19,1756.805
"REGULAR","2741424",2018-07-20,2253.774
"REGULAR","2741424",2018-07-21,1721.472
"REGULAR","2741424",2018-07-22,1069.338
"REGULAR","2741424",2018-07-23,1693.265
"REGULAR","2741424",2018-07-24,1803.475
"REGULAR","2741424",2018-07-25,1815.032
"REGULAR","2741424",2018-07-26,2190.071
"REGULAR","2741424",2018-07-27,1962.186
"REGULAR","2741424",2018-07-28,1786.493
"REGULAR","2741424",2018-07-29,1233.791
"REGULAR","2741424",2018-07-30,1995.006
"REGULAR","2741424",2018-07-31,1757.991
"REGULAR","2741424",2018-08-01,1977.728
"REGULAR","2741424",2018-08-02,2067.625
"REGULAR","2741424",2018-08-03,2062.284
"REGULAR","2741424",2018-08-04,1386.97
"REGULAR","2741424",2018-08-05,1327.857
"REGULAR","2741424",2018-08-06,1660.616
"REGULAR","2741424",2018-08-07,1938.893
"REGULAR","2741424",2018-08-08,1613.69
"REGULAR","2741424",2018-08-09,1830.381
"REGULAR","2741424",2018-08-10,1893.911
"REGULAR","2741424",2018-08-11,1394.346
"REGULAR","2741424",2018-08-12,1346.589
"REGULAR","2741424",2018-08-13,1900.757
"REGULAR","2741424",2018-08-14,2309.892
"REGULAR","2741424",2018-08-15,1957.341
"REGULAR","2741424",2018-08-16,1813.101
"REGULAR","2741424",2018-08-17,1817.82
"REGULAR","2741424",2018-08-18,1578.937
"REGULAR","2741424",2018-08-19,998.479
"REGULAR","2741424",2018-08-20,2152.797
"REGULAR","2741424",2018-08-21,1924.912
"REGULAR","2741424",2018-08-22,1781.729
"REGULAR","2741424",2018-08-23,1967.753
"REGULAR","2741424",2018-08-24,2033.853
"REGULAR","2741424",2018-08-25,1805.948
